"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2013-Q2",43.836,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2013-Q4",54.786,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2014-Q2",64.205,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2014-Q4",64.922,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2015-Q2",66.536,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2015-Q4",71.579,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2016-Q2",73.734,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2016-Q4",76.619,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2017-Q2",78.687,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2017-Q4",79.254,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2018-Q2",81.066,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2018-Q4",82.78,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2019-Q2",85.07,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2019-Q4",86.961,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2020-Q2",86.997,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2020-Q4",91.373,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2009-Q4",12.376,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",11.523,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2010-Q4",25.056,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2011-Q2",27.788,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2011-Q4",30.565,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2012-Q2",32.504,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2012-Q4",34.631,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2013-Q2",35.484,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2013-Q4",36.601,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2014-Q2",38.622,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2014-Q4",41.496,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2015-Q2",43.964,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2015-Q4",46.934,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2016-Q2",49.686,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2016-Q4",52.981,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2017-Q2",59.324,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2017-Q4",65.785,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2018-Q2",74.57,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2018-Q4",79.789,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2019-Q2",83.356,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2019-Q4",85.085,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2020-Q2",85.317,
"GRC","WIRELESSWIRED","TOT","100HAB","Q","2020-Q4",86.214,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2009-Q4",6.13,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",6.433,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2010-Q4",7.775,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2011-Q2",15.365,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2011-Q4",17.197,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2012-Q2",18.757,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2012-Q4",23.159,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2013-Q2",25.225,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2013-Q4",26.476,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2014-Q2",31.701,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2014-Q4",34.267,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2015-Q2",34.401,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2015-Q4",40.081,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2016-Q2",42.605,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2016-Q4",44.808,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2017-Q2",49.145,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2017-Q4",48.79,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2018-Q2",62.945,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2018-Q4",67.334,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2019-Q2",69.539,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2019-Q4",73.371,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2020-Q2",75.209,
"HUN","WIRELESSWIRED","TOT","100HAB","Q","2020-Q4",75.447,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2009-Q4",30.322,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",33.623,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2010-Q4",45.633,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2011-Q2",53.446,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2011-Q4",57.944,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2012-Q2",64.154,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2012-Q4",71.505,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2013-Q2",74.202,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2013-Q4",75.988,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2014-Q2",85.05,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2014-Q4",86.803,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2015-Q2",92.334,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2015-Q4",95.104,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2016-Q2",101.683,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2016-Q4",105.536,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2017-Q2",111.681,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2017-Q4",113.102,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2018-Q2",117.638,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2018-Q4",115.941,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2019-Q2",117.103,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2019-Q4",115.861,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2020-Q2",114.506,
"ISL","WIRELESSWIRED","TOT","100HAB","Q","2020-Q4",114.984,
"IRL","WIRELESSWIRED","TOT","100HAB","Q","2009-Q4",37.956,
"IRL","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",43.268,
